Employee_ID,Age,Department,Experience_Years,Work_Hours_Per_Week,Projects_Handled,Training_Score,Remote_Work,Productivity_Score
E00232,48.830268054784725,hr,10.625228580045395,43.018353551979715,0.45950517214247055,27.04391866442749,Yes,22.58850559590786
E08037,,Sales,5.181035399702063,25.781576469690428,3.505160338692766,53.258324530344254,No,8.57807233020256
E01143,17.145372853191468,Finance,12.181057354939234,8.911619879745077,8.304255890560025,45.22859447105647,No,33.33421762695521
E04372,36.692032371512845,Tech,11.552677915698448,44.644749983807195,2.333258491502364,53.66584600611297,No,26.33097461911724
E04939,62.129821885557824,sales,21.505930846969473,34.55266019281031,3.8839626044784987,132.9180539982669,Yes,29.45814020508433
E06668,47.92098627726622,HR,18.68886349944157,48.536928114588854,8.714976678634862,82.3081754628586,Yes,34.72717594147234
E02689,51.89278317817089,,17.740775357496638,47.84620991207148,14.792564316597627,83.45653174866081,No,7.189650996282708
E06596,66.11419580298694,HR,26.28752738152049,61.116867898782125,7.168696077304603,80.04679236197293,No,12.635451390650237
E02451,38.418313343281014,Tech,29.02752425097826,42.92471542040852,3.9500264988840583,64.4780916697043,No,41.27522045975327
E04916,45.48237752562694,tech,10.036059039785227,40.697555062125645,2.312954359271395,84.2037395381268,No,39.849297556604625
E02125,36.987258728320455,HR,9.20501883217949,39.31845361000142,1.9595970832829435,95.00521554210316,Yes,10.249646084560954
E06709,33.65109471305153,Support,33.04498562154672,36.628280256946766,9.806037866420874,63.449987140669194,No,38.41600892045715
E02134,68.7733164241555,Sales,38.662701229002934,23.542952464557416,4.295634564714096,17.24964812678505,No,24.291726494480976
E03778,,HR,38.70213650730845,20.335860416791583,2.12418179071496,57.92495926670352,No,21.153615042865063
E07461,17.671632778616818,HR,-2.7114113789083127,25.328480448387296,1.5451083431660955,116.61080517510428,Yes,49.28037518353458
E05393,27.517071197370903,Support,6.6077672840037,140.64046341835834,5.769308328944938,63.94303075212102,Yes,46.595533560007325
E03098,43.274408379603514,tech,14.443587327641717,42.351400407028784,3.4194792412070383,62.10992250465128,No,9.796593459920622
E06371,16.467586247944553,sales,5.901023205369566,50.20113551080456,0.01228246255147128,18.65107990618599,Yes,10.683499635775405
E06180,41.74560084877241,Finance,7.057410153365684,48.7186127801899,7.5754431992950195,82.71740648764923,Yes,22.66972978321722
E07258,22.478586071073842,sales,18.55925180687732,55.20819492111176,3.9708909282212037,48.22697723243394,No,29.74405615549026
E02622,24.221790060451905,sales,3.118901922228637,34.718983140986424,2.3809644541414245,79.37971078529742,No,24.356314806942635
E02492,26.87759452716589,sales,9.821795755735803,25.95442040520841,7.318778816984262,59.10776718524778,No,37.72436139589534
E05065,25.723097501500696,Finance,17.07211016537634,62.11879128573755,2.741296328819746,99.97949085857454,Yes,32.08937299770318
E03199,53.07196733426411,Tech,32.65344070562039,65.18892443192078,6.066863986721298,14.983498364090376,No,16.853900447673798
E04463,37.715097372111394,Support,11.202092834781617,33.472364058336495,10.768651570645249,17.70023642405412,No,13.92228061043335
E04141,53.00970152849891,Support,12.543539348765284,43.00738879367899,1.9311097461289932,109.23571279025127,Yes,62.279808689043975
E08392,42.650218905987245,Finance,38.394800894742026,62.83248106534897,6.066329557274093,53.304975544669404,No,8.867679369844193
E01007,85.00893046010037,tech,26.36205992406885,39.986561741014604,4.366017247404672,38.00224042974515,No,18.670969474017465
E01476,38.975667874148435,tech,-3.1867412050513746,18.417887103700544,4.937034223363799,55.79358408958526,No,17.381235910752103
E03302,28.780308752697763,hr,26.530088625273006,43.82464200522921,2.738861419060625,55.20084142540754,No,26.446763369757406
E01784,14.2381704837966,Sales,26.17309757195215,39.854990867834985,10.332755301184882,33.08805379870746,No,20.263808584446288
E07908,46.53236105999971,Sales,18.92915911145315,21.182483707167773,5.328727789568269,26.014630501649233,Yes,24.665527742109443
E03161,50.04988276778705,Finance,47.88316513379546,30.658302316995908,1.9727948971796045,28.18025358720435,No,27.264121438787175
E06253,21.518191866144356,Tech,2.9333056206422743,44.85045674224245,2.817611808802052,23.325737848171386,No,35.36939675052592
E00574,43.2033359199242,Support,14.189887540997224,33.113962829643256,8.389085271457459,151.37354212703022,Yes,49.87513462758881
E05389,38.665924421154024,Tech,42.87295042835574,16.178189172094015,2.7303547713014846,93.24995120219731,No,30.660099787560437
E08128,32.61036562227517,Finance,46.80696209507661,56.698644863361274,1.9960673458927836,47.14355479220898,Yes,38.845634446830196
E08339,61.747917971424,Sales,9.49678194764249,28.1174054412906,7.175126121285058,48.34815980093216,No,28.955967946348267
E02547,44.14606131602543,Support,13.943384209985894,36.14416046993004,2.9769237404377775,108.29956224537104,No,63.651896671731805
E06025,27.307441870509486,HR,9.201468603961576,42.088711482294194,3.9697647744772495,57.195829952322114,No,37.21164357599154
E00947,15.98580699902853,Sales,2.6557689563372744,31.228955545669702,2.7657073998658928,140.69652860388234,No,22.757331041664415
E00741,17.162191939071832,Sales,2.393588618162859,41.52277907995999,9.850978911349113,59.53384482364488,No,16.21459771973252
E04234,64.20811238997852,sales,20.62119611606103,45.20535407345828,12.263748984571691,58.25674462140876,No,16.479760095160543
E02009,29.108867697632927,tech,-2.886504150139867,53.94132804618646,-1.287108689358287,55.08931654642586,No,23.204971884645694
E01895,8.338958043106564,HR,5.193514628406033,39.5618691678184,3.6727105162125593,38.4939789920581,No,13.075525478223758
E03195,65.65896644290983,HR,64.74499463790197,29.610138349060076,0.9957590789278361,153.25666860107071,Yes,70.01330737713957
E01441,40.41162533512125,Sales,10.5644287471598,28.51103444032539,9.486025913234636,68.7775883139285,Yes,15.33326060549676
E01907,48.759520272034926,Support,-0.07672730829794006,15.101146963613933,3.7620200131437063,67.20629523736498,No,31.287398207026836
E08879,65.5455686766061,Tech,28.329535845893414,10.154380915490052,3.367464326055174,26.508111685330473,No,26.778559517607764
E02915,70.82676920118683,sales,17.058132735634494,14.973482934091413,2.8422218403034565,89.04598946258676,No,40.09016054562797
E02731,51.285786147479,Support,19.52002628147916,47.05020240076114,2.292491653667302,137.34285973195676,No,20.00833887134557
E01743,30.393110273234022,Sales,5.413934113257518,44.610346615690325,4.847687269834277,126.72445347142651,No,33.68397519513887
E00755,41.015274572285975,Sales,39.31013025808501,18.550636930606544,1.6601594887588644,94.60619040240847,No,43.97419207806869
E03981,62.94692691871849,tech,35.028616170463444,27.41169880502141,5.607665181943091,71.85067191260399,Yes,13.58671694708844
E07166,15.269929070833621,tech,3.9641652204200737,41.468775833679004,7.22073221056625,116.84482899583844,Yes,42.93022951988223
E00231,6.2187211057288945,sales,2.495101284288761,17.375673699251006,5.189714178203224,104.84829820502537,Yes,22.786866823126292
E01951,54.883323206147956,Finance,48.94872842637232,49.11722677716651,11.833357041789261,32.647516749714654,Yes,17.18650581962862
E02296,38.50827342706373,tech,29.018430048139727,41.306126982791376,6.833085507474797,44.861223090572096,Yes,45.18885994440806
E05982,56.88721400851712,Finance,,43.32798855275646,2.871201269000451,62.751944520100444,Yes,7.796955658797513
E02275,25.637112213853783,Finance,20.91712620879005,63.40192246328795,4.657176938929476,114.743701722731,Yes,61.98845247867132
E04751,5.988511439909606,Tech,-1.2740073467863149,13.893309711471604,8.102712163075893,52.08910286050689,No,13.432773561586952
E07149,43.91273064112777,Support,28.2525621414791,29.359218869028382,6.741811702458891,107.82002234141953,No,47.82138765823207
E07791,24.833392287159278,Tech,19.622269836348593,61.151620968235605,4.528901231377657,,No,13.455722208965126
E04399,,HR,8.746151783625788,40.49901457936621,8.165830913391911,85.17206509950533,No,23.851909183116945
E06043,39.72465463770706,sales,7.674832965593995,59.00504552360708,3.364021353387254,70.12385352448547,Yes,48.34259617305259
E04682,38.179116958565274,tech,16.26976482459723,69.40101533517827,9.597977379694829,79.63235746683932,No,15.193317253995474
E06264,23.333705333750036,Sales,3.7449728707081906,37.971442017736535,1.7138798303385872,97.64442815806375,No,30.688303326407276
E00754,48.128102189843425,Sales,21.69255771869093,37.640415658488834,0.6573642013736877,108.06714421854119,No,45.13147417371421
E02371,35.87346691411653,sales,20.431932015156445,39.161780568162776,9.51816956117925,61.96288691386161,No,27.742161555198546
E01738,21.45869769489723,HR,-0.8145135569715216,77.76274285769624,2.47382344418792,56.20921904443426,Yes,29.52136790689002
E08819,74.98591660641516,Sales,22.766457381863493,63.84488515995315,0.817755669587529,99.37588613033701,Yes,27.84321769153198
E01383,42.39483156836279,Tech,15.917449474904064,39.67013472792323,2.8912914905081513,59.95427270337166,Yes,24.14403751685095
E08899,15.897293350723626,sales,4.236767154418245,24.015467737583432,6.588797112966394,38.493727623829265,Yes,21.193870551606093
E01935,44.383943043412714,Support,31.166723011560624,67.26371555017761,13.284470461620403,99.4257812060944,No,57.17127131834385
E00838,40.08352927610809,Support,6.158036611447924,44.07042373213135,5.584940391804215,95.95182910685436,No,51.3276800023861
E03092,58.26080030360572,sales,50.02960987937121,69.65741210900534,3.3108064098127863,84.40903228543466,No,23.571404149306726
E03920,70.85824582861765,tech,15.761737948472668,26.549402665101727,7.578061161882041,100.32933393838589,No,28.721845123367927
E06462,28.58525946234383,sales,25.463227639112255,43.385930832724455,1.6060064262880869,58.741163209580165,No,29.049826964780944
E00794,,Finance,16.588162757815958,34.48554982473705,4.194007021818022,45.81443792404464,No,20.792214388326332
E01183,91.57184224553154,sales,40.02808263232838,46.32146836711289,5.018381133627461,75.11989138599704,No,16.48915202912836
E07530,30.01870354202488,Support,14.800119753737736,22.690858341133413,0.8709959216632611,68.87409304315736,Yes,21.26733795886805
E08805,46.747139679998185,Tech,18.45103353529898,49.04052256845803,5.204249271697686,84.89571606669088,No,29.50120697136585
E00136,22.92690154453547,HR,10.425274102116795,24.0362481452107,8.107540561443294,56.025953675814364,Yes,33.5026007879975
E06634,49.41460924366297,Support,42.83346040352444,33.320029391662786,3.414323845111096,111.69344408555807,No,27.916381906164794
E07163,25.16684024719987,tech,,37.67994406097556,5.816233985834923,22.964457000459646,Yes,30.073178957452882
E02849,37.31610102596876,tech,-1.807132815028318,60.26720213774536,3.0617049281412134,78.22062480662123,No,34.779656307315136
E06489,71.51177418625177,hr,32.385936458128654,48.41553163481111,8.301604727242044,95.83463881147762,Yes,31.036927062582393
E00063,35.02264000648002,Tech,20.398759965880927,31.119203185718696,4.275432085138067,93.43513427576138,No,23.286131432597877
E08349,51.960863298395,sales,31.81757131296856,30.229771086696015,7.781673487718808,31.755131665011007,No,57.38033392514827
E00223,62.0657106539074,tech,12.138445545275601,61.71338129956112,4.539230079047985,66.62096627921399,No,13.835954237298795
E01238,29.550898267892716,hr,15.186887752187852,17.571231682345868,4.888985614593787,70.93235354260275,Yes,15.33929707829682
E06525,23.79571851222498,hr,29.434131693166137,68.53433852497272,8.036980390677309,102.8129008231372,Yes,67.60888578709856
E01245,40.98643043899186,Tech,18.94838481517246,35.98870762483433,6.213484871116014,55.49909963800346,No,37.024223845548704
E03299,32.70696827729124,hr,8.078203845663717,39.94269992814389,4.402352582154995,69.89723818728982,No,27.559505569911362
E02555,46.62172168464886,Finance,26.94930406401383,25.58978014458256,4.718820319926178,84.00293622122176,Yes,9.418941646675094
E07338,61.7264548687171,HR,49.764478935259476,66.31411314596144,8.671537209844049,40.61507043640007,Yes,26.890467472037976
E03953,19.71641222355972,sales,-5.079106317468152,73.30450648515288,7.0160459565647555,108.74928778516379,Yes,13.523440011749226
E08207,29.51479876805183,Sales,4.0507954695017805,35.90154677230053,8.47300315822946,49.99015066942185,Yes,12.62552757222209
E06584,46.01858251101771,tech,48.644474967955375,14.368057681707835,0.7595233202367988,26.518919692415892,Yes,25.975073262419482
E02802,,HR,11.022227673407608,45.1537286049454,11.975956375831316,46.54963244400598,Yes,37.38440984800911
E01105,75.14779095774605,tech,19.769031019743878,19.830679751328123,7.421337952028116,92.5416363499297,Yes,33.23733952943409
E08688,28.661060949481595,Sales,25.65823037047775,42.73212589013752,4.6003624713695705,18.060712127912293,No,8.45675934205529
E00145,55.49442881120319,Support,19.768412303447576,48.831180772296726,3.7131852201850624,40.366150807934474,No,24.101778485359812
E08519,49.617911424101315,Tech,5.788018882588492,61.462550056756506,3.709728832899923,48.95844640649317,Yes,10.495890947418957
E01553,23.054993392524057,Support,5.812942608218648,32.64317908960041,6.429895797351124,115.90676844212466,No,37.65878807262804
E01692,31.496155050281715,Finance,8.049789680336985,24.814998998675755,5.069978906076038,56.36466679328207,Yes,20.048866273776056
E07621,29.50063202529045,Finance,5.281694696332572,57.31138578440287,6.09435979346467,104.30716559876323,No,24.470154626393175
E07249,38.20687975102867,sales,20.016767673632145,54.02247450852606,8.90522245510487,40.55063077964213,Yes,26.475265798660875
E06074,33.40621793087422,tech,-3.7118238728124364,31.615556460373995,10.484511337074757,46.09950699080014,No,32.2318908712501
E04619,20.50410045392382,hr,34.48970410898708,27.335284235293486,4.68784763934422,105.62718506434075,Yes,63.566330042317055
E01696,25.336629047312783,hr,4.876267570473857,40.47199929978009,3.827401290330788,101.94855693375727,Yes,20.274513534911197
E01505,64.45466492911726,tech,13.584889200337276,30.676655081826283,2.331872313972637,114.70239129955907,Yes,18.598703218911815
E08086,69.5026173576328,Sales,22.7671469958668,37.784418357169315,5.306649303734481,20.005273801222266,No,16.558330414018528
E00038,22.709554332978207,HR,5.329121440755503,34.07799232909315,2.9153445468861103,30.66568722152174,No,21.900058202505754
E07631,76.31830102429933,hr,29.921893243353857,10.287979701195937,4.6568316888693815,49.433876920775056,Yes,61.57113584694842
E04696,14.813044217106583,HR,-3.6310586952698447,30.99047148254965,5.327299901845472,,No,14.186069877150308
E07508,16.95973626039031,HR,5.991917018330396,52.109709411745996,12.631653944423354,85.42417924725503,No,21.628652284277635
E05244,41.062919802621906,Support,,27.76983810993063,9.645590091572677,,No,23.35530123523448
E06417,20.569052141288733,Tech,11.396629535906648,40.80084892070229,-1.1259209988132703,30.185688901646426,Yes,20.199792392385966
E06225,53.300178457122236,Support,32.351577763926855,19.290246615254638,4.512970195147584,41.94410561886009,Yes,16.877924988218133
E00626,26.41656893593033,Sales,2.5693229341364567,55.14194665038712,5.075312524907122,30.897898341364517,No,14.474765089455332
E00585,38.41311850479414,HR,-3.618279937487667,38.726373817654306,6.425391339670686,95.03380899274723,No,49.6015656816265
E03594,18.48287847903526,tech,0.5226458026044485,57.32253818838328,7.915466507162027,98.71278314629593,No,19.180635960232554
E05494,41.995958848120715,HR,47.67801702942076,69.58912145461787,2.655478404864099,38.709045238070324,No,27.516463583929976
E02514,51.98004665077133,Tech,43.69267996077654,42.057769481506085,4.038847302401733,100.44429836773793,No,19.754312808821638
E04195,38.454539870304274,Tech,14.556559276784192,70.52055192623743,2.609772923297606,33.37650697160913,No,22.25137691266071
E00976,18.997694562761108,Tech,5.04662824412088,50.58460713024326,3.7780407853303353,36.561174557585204,Yes,24.63374765937203
E03897,50.306835630838236,Finance,40.97068012142153,31.150233444538763,5.5984982303564585,99.21532095848627,No,31.890245637010185
E01372,33.038390633060025,tech,26.13724665283066,42.95019951619263,7.4217356732465225,68.87124241806853,No,30.784922378586458
E07690,34.80521944286514,Support,1.972917494761158,50.47542372589838,2.5524769814141575,68.77942690339667,Yes,20.453007451739815
E01697,41.846279666615935,Support,33.92874026653475,8.168114013393257,0.8625082545322527,92.40082278627872,No,48.00035458951989
E06599,18.01970610932964,hr,17.8368314342205,32.548974524984565,1.468442826459537,49.88105397223788,No,24.909012081486367
E06279,30.30301407554364,Tech,12.249684977470006,34.32221683339944,6.614715173205453,83.2919752956291,No,23.377099994227
E06797,24.860894310723783,HR,1.9925035456047686,32.99216057878553,0.2038948598580996,75.78507503012321,Yes,11.517634530971698
E03172,43.73361156077229,Finance,25.550196215369972,14.421013672066461,1.8060966555375848,59.66806601243818,No,11.99499879587379
E01679,27.448637090970426,Finance,42.08877061054842,36.945392299231884,4.1658726094564384,14.85583247944922,No,28.548863073861444
